Purchaser State,Purchaser City,Purchaser Zip,Booking Window,# of Guest Days
Florida,SUNRISE,33323,08-14 Days,3
Florida,SUNRISE,33323,15+ Days,6
Florida,PLANTATION,33324,15+ Days,6
Florida,DAVIE,33325,02 Days,2
Florida,PLANTATION,33325,15+ Days,14
Florida,SUNRISE,33326,03 Days,3
Florida,WESTON,33326,04-7 Days,3
Florida,WESTON,33326,08-14 Days,14
Florida,WESTON,33326,15+ Days,7
Florida,WESTON,33327,15+ Days,3
Florida,DAVIE,33328,08-14 Days,3
Florida,DAVIE,33328,15+ Days,4
Florida,DAVIE,33330,15+ Days,12
Florida,DAVIE,33331,15+ Days,18
Florida,WESTON,33332,04-7 Days,4
Florida,FORT LAUDERDALE,33334,08-14 Days,2
Florida,OAKLAND PARK,33334,08-14 Days,4
Florida,WEST PALM BEACH,33406,15+ Days,3
Florida,WEST PALM BEACH,33409,15+ Days,15
Florida,PALM BEACH GARDENS,33410,04-7 Days,1
Florida,PALM BEACH GARDENS,33410,15+ Days,25
Florida,ROYAL PALM BEACH,33411,15+ Days,6
Florida,WEST PALM BEACH,33411,03 Days,3
Florida,WEST PALM BEACH,33412,15+ Days,6
Florida,WELLINGTON,33414,04-7 Days,5
Florida,WEST PALM BEACH,33416,15+ Days,1
Florida,WEST PALM BEACH,33417,15+ Days,6
Florida,BOYNTON BEACH,33426,03 Days,2
Florida,BOYNTON BEACH,33426,04-7 Days,4
Florida,BOYNTON BEACH,33426,15+ Days,4
Florida,BOCA RATON,33431,15+ Days,3
Florida,BOCA RATON,33432,15+ Days,15
Florida,BOCA RATON,33433,15+ Days,12
Florida,BOCA RATON,33434,02 Days,1
Florida,BOCA RATON,33434,03 Days,2
Florida,BOCA RATON,33434,04-7 Days,1
Florida,BOCA RATON,33434,08-14 Days,5
Florida,BOCA RATON,33434,15+ Days,19
Florida,DELRAY BEACH,33444,15+ Days,18
Unknown,DELRAY BEACH,33444,03 Days,1
Unknown,DELRAY BEACH,33444,04-7 Days,1
Unknown,DELRAY BEACH,33444,15+ Days,1
Florida,DELRAY BEACH,33445,03 Days,3
Florida,DELRAY BEACH,33445,15+ Days,2
Florida,DELRAY BEACH,33446,08-14 Days,9
Florida,DELRAY BEACH,33446,15+ Days,6
Florida,WELLINGTON,33449,08-14 Days,12
Florida,WELLINGTON,33449,15+ Days,6
Florida,HOBE SOUND,33455,04-7 Days,6
Florida,JUPITER,33458,08-14 Days,4
Florida,JUPITER,33458,15+ Days,5
Florida,LAKE WORTH,33460,08-14 Days,10
Florida,LAKE WORTH ,33462,08-14 Days,2
Florida,LAKE WORTH ,33462,15+ Days,9
Florida,LANTANA,33462,15+ Days,3
Florida,LAKE WORTH,33463,15+ Days,6
Florida,LAKE WORTH,33467,04-7 Days,3
Florida,JUPITER,33469,04-7 Days,4
Florida,JUPITER,33469,15+ Days,6
Florida,TEQUESTA,33469,02 Days,1
Florida,TEQUESTA,33469,03 Days,1
Florida,JUPITER,33478,02 Days,3
Florida,JUPITER,33478,03 Days,1
Florida,JUPITER,33478,04-7 Days,1
Florida,DELRAY BEACH,33483,02 Days,2
Florida,DELRAY BEACH,33483,08-14 Days,2
Florida,DELRAY BEACH,33483,15+ Days,9
Florida,BOCA RATON,33486,08-14 Days,3
Florida,BOCA RATON,33487,02 Days,2
Florida,BOCA RATON,33487,15+ Days,6
Florida,BOCA RARTON,33488,15+ Days,12
Florida,BOCA RATON,33496,03 Days,3
Florida,BOCA RATON,33496,08-14 Days,3
Florida,BOCA RATON,33498,15+ Days,6
Florida,DADE CITY,33525,08-14 Days,2
Florida,WESLEY CHAPEL,33543,04-7 Days,1
Florida,WESLEY CHAPEL,33543,15+ Days,6
Florida,LUTZ,33548,04-7 Days,10
Florida,LUTZ,33548,15+ Days,6
Florida,LUTZ,33549,04-7 Days,9
Florida,ODESSA,33556,02 Days,1
Florida,LUTZ,33559,08-14 Days,3
Florida,LUTZ,33559,15+ Days,3
Florida,PLANT CITY,33566,04-7 Days,4
Florida,VALRICO,33596,15+ Days,6
Florida,TAMPA,33602,04-7 Days,9
Florida,TAMPA,33602,08-14 Days,9
Florida,TAMPA,33604,15+ Days,2
Florida,TAMPA,33606,03 Days,1
Florida,TAMPA,33606,08-14 Days,13
Florida,TAMPA,33606,15+ Days,10
Florida,TAMPA,33609,02 Days,4
Florida,TAMPA,33609,04-7 Days,4
Florida,TAMPA,33609,08-14 Days,6
Florida,TAMPA,33611,15+ Days,4
Florida,TAMPA,33612,15+ Days,3
Florida,TAMPA,33613,04-7 Days,2
Florida,TAMPA,33616,15+ Days,6
Florida,TAMPA,33618,02 Days,5
Florida,TAMPA,33618,04-7 Days,8
Florida,TAMPA,33618,15+ Days,2
Florida,TAMPA,33624,04-7 Days,1
Florida,TAMPA,33626,02 Days,3
Florida,TAMPA,33626,15+ Days,19
Florida,TAMPA,33629,02 Days,2
Florida,TAMPA,33629,04-7 Days,5
Florida,TAMPA,33629,08-14 Days,5
Florida,TAMPA,33629,15+ Days,14
Florida,TAMPA,33647,02 Days,2
Florida,TAMPA,33647,03 Days,6
Florida,TAMPA,33647,04-7 Days,8
Florida,TAMPA,33647,08-14 Days,12
Florida,TAMPA,33647,15+ Days,2
Florida,TAMPA,33685,04-7 Days,2
Florida,ST PETERSBURG,33701,04-7 Days,3
Florida,ST PETERSBURG,33701,08-14 Days,3
Florida,SAINT PETERSBURG,33702,15+ Days,4
Florida,SAINT PETERSBURG,33703,15+ Days,4
Florida,ST PETERSBURG,33703,03 Days,6
Florida,ST PETERSBURG,33703,15+ Days,3
Florida,ST. PETERSBURG,33703,08-14 Days,2
Florida,ST. PETERSBURG,33703,15+ Days,10
Florida,SAINT PETERSBURG,33704,02 Days,3
Florida,SAINT PETERSBURG,33704,04-7 Days,9
Florida,ST. PETERSBURG,33704,15+ Days,2
Florida,DADE CITY,33707,15+ Days,6
Florida,SAINT PETERSBURG,33710,15+ Days,6
Florida,TIERRA VERDE,33715,15+ Days,4
Florida,BELLEAIR,33756,03 Days,2
Florida,BELLEAIR,33756,04-7 Days,4
Florida,BELLEAIR,33756,08-14 Days,3
Florida,BELLEAIR,33756,15+ Days,2
Florida,CLEARWATER,33756,15+ Days,24
Florida,CLEARWATER,33759,15+ Days,6
Florida,CLEARWATER,33761,02 Days,2
Florida,CLEARWATER,33761,04-7 Days,3
Florida,CLEARWATER,33761,08-14 Days,1
Florida,CLEARWATER,33761,15+ Days,6
Florida,CLEARWATER,33762,08-14 Days,2
Florida,CLEARWATER,33765,15+ Days,14
Florida,LARGO,33770,04-7 Days,2
Florida,SEMINOLE,33772,08-14 Days,1
Florida,SEMINOLE,33772,15+ Days,17
Florida,LARGO,33773,15+ Days,3
Florida,LARGO,33777,08-14 Days,9
Florida,SEMINOLE,33777,15+ Days,5
Florida,PINELLAS PARK,33782,15+ Days,3
Florida,LAKELAND,33803,08-14 Days,6
Florida,LAKELAND,33803,15+ Days,12
Florida,LAKELAND,33810,03 Days,4
Florida,LAKELAND,33810,04-7 Days,2
Florida,LAKELAND,33811,15+ Days,9
Florida,LAKELAND,33813,01 Day,3
Florida,LAKELAND,33813,08-14 Days,8
Florida,LAKELAND,33813,15+ Days,1
Florida,BABSON PARK,33827,15+ Days,4
Florida,WINTERHAVEN,33880,08-14 Days,3
Florida,WINTER HAVEN,33880,04-7 Days,3
Florida,WINTER HAVEN,33880,08-14 Days,3
Florida,WINTER HAVEN,33880,15+ Days,21
Florida,WINTER HAVEN,33881,15+ Days,12
Florida,LAKE WALES,33898,15+ Days,6
Florida,FORT MYERS,33913,08-14 Days,1
Florida,FORT MYERS,33919,02 Days,2
Florida,FORT MYERS,33919,15+ Days,5
Florida,PUNTA GORDA,33950,03 Days,2
Florida,SANIBEL,33957,15+ Days,8
Florida,CAPE CORAL,33990,15+ Days,6
Florida,NAPLES,34105,15+ Days,1
Florida,NAPLES,34109,02 Days,4
Florida,NAPLES,34109,08-14 Days,2
Florida,NAPLES,34109,15+ Days,7
Florida,NAPLES,34112,15+ Days,3
Florida,NAPLES,34116,15+ Days,3
Florida,NAPLES,34120,03 Days,6
Florida,BONITA SPRINGS,34135,08-14 Days,6
Florida,BRADENTON,34208,02 Days,3
Florida,BRADENTON,34209,03 Days,8
Florida,BRADENTON,34209,04-7 Days,3
Florida,BRADENTON,34212,03 Days,2
Florida,BRADENTON,34212,04-7 Days,2
Florida,BRADENTON,34212,15+ Days,4
Florida,BRADENTON BEACH,34217,08-14 Days,3
Florida,OSPREY,34229,04-7 Days,9
Florida,SARASOTA,34233,08-14 Days,3
Florida,SARASOTA,34233,15+ Days,3
Florida,SARASOTA,34238,08-14 Days,2
Florida,SARASOTA,34238,15+ Days,4
Florida,SARASOTA,34242,03 Days,6
Florida,SARASOTA,34242,15+ Days,3
Florida,OCALA,34471,08-14 Days,15
Florida,OCALA,34471,15+ Days,15
Florida,BROOKSVILLE,34601,08-14 Days,4
Florida,SPRINGHILL,34606,15+ Days,3
Florida,BROOKSVILLE,34609,15+ Days,12
Florida,NEW PORT RICHEY,34652,08-14 Days,2
Florida,NEW PORT RICHEY,34653,03 Days,2
Florida,OLDSMAR,34677,04-7 Days,3
Florida,OLDSMAR,34677,08-14 Days,3
Florida,PALM HARBOR,34683,02 Days,3
Florida,PALM HARBOR,34683,03 Days,3
Florida,PALM HARBOR,34684,15+ Days,12
Florida,PALM HARBOR,34685,02 Days,6
Florida,PALM HARBOR,34685,04-7 Days,3
Florida,TARPON SPRINGS,34688,04-7 Days,6
Florida,TARPON SPRINGS,34688,08-14 Days,2
Florida,DUNEDIN,34698,08-14 Days,2
Florida,CLERMONT,34715,08-14 Days,3
Florida,CLERMONT,34715,15+ Days,3
Florida,GROVELAND,34736,15+ Days,3
Florida,KISSIMMEE,34744,15+ Days,16
Florida,CELEBRATION,34747,02 Days,6
Florida,KISSIMMEE,34747,15+ Days,8
Florida,OCOEE,34761,03 Days,12
Florida,OCOEE,34761,08-14 Days,6
Florida,WINDERMERE,34786,04-7 Days,8
Florida,WINDERMERE,34786,08-14 Days,8
Florida,WINDERMERE,34786,15+ Days,15
Florida,WINTER GARDEN,34787,08-14 Days,9
Florida,WINTER GARDEN,34787,15+ Days,16
Florida,FORT PIERCE,34951,15+ Days,3
Florida,PORT SAINT LUCIE,34952,15+ Days,4
Florida,PORT SAINT LUCIE,34953,04-7 Days,2
Florida,PORT ST. LUCIE,34953,08-14 Days,4
Florida,PORT ST. LUCIE,34953,15+ Days,10
Florida,JENSEN BEACH,34957,03 Days,3
Florida,JENSEN BEACH,34957,08-14 Days,9
Florida,JENSEN BEACH,34957,15+ Days,10
Florida,PORT ST LUCIE,34987,15+ Days,8
Florida,PALM CITHY,34990,04-7 Days,6
Florida,PALM CITY,34990,04-7 Days,9
Florida,PALM CITY,34990,08-14 Days,3
Florida,PALM CITY,34990,15+ Days,27
Florida,STUART,34994,08-14 Days,15
Florida,STUART,34997,04-7 Days,6
Florida,STUART,34997,08-14 Days,2
Alabama,ALEXANDER CITY,35010,02 Days,1
Alabama,ALEXANDER CITY,35010,15+ Days,2
Alabama,BESSEMER,35022,08-14 Days,2
Alabama,HELENA,35022,03 Days,2
Alabama,HELENA,35022,15+ Days,9
Alabama,HUEYTOWN,35023,08-14 Days,3
Alabama,CALERA,35040,03 Days,4
Alabama,CHELSEA,35043,08-14 Days,1
Alabama,CULLMAN,35055,15+ Days,2
Alabama,CULLMAN,35057,15+ Days,8
Alabama,GARDENDALE,35071,15+ Days,2
Alabama,HELENA,35080,15+ Days,18
Alabama,MCCALLA,35111,15+ Days,10
Alabama,MOUNT OLIVE,35117,15+ Days,3
Alabama,STERRETT,35147,15+ Days,6
Alabama,TRUSSVILLE,35173,15+ Days,9
Alabama,BIRMINGHAM,35205,15+ Days,2
Alabama,BIRMINGHAM,35212,08-14 Days,3
Alabama,BIRMINGHAM,35213,08-14 Days,4
Alabama,BIRMINGHAM,35213,15+ Days,4
Alabama,BIRMINGHAM,35216,15+ Days,6
Alabama,BIRMINGHAM,35223,08-14 Days,3
Alabama,BIRMINGHAM,35223,15+ Days,3
Alabama,BIRMINGHAM,35226,04-7 Days,4
Alabama,MOUNTAIN BROOK,35226,15+ Days,4
Alabama,BIRMINGHAM,35243,15+ Days,29
Alabama,VESTAVIA,35243,08-14 Days,1
Alabama,BIRMINGHAM,35244,04-7 Days,4
Alabama,BIRMINGHAM,35244,15+ Days,41
Alabama,TUSCALOOSA,35401,02 Days,3
Alabama,TUSCALOOSA,35405,15+ Days,2
Alabama,TUSCALOOSA,35406,08-14 Days,2
Alabama,NORTHPORT,35475,04-7 Days,6
Alabama,ARLEY,35541,15+ Days,12
Alabama,DECATUR,35603,04-7 Days,6
Alabama,HARTSELLE,35640,15+ Days,4
Alabama,MADISON,35756,03 Days,2
Alabama,MADISON,35758,04-7 Days,3
Alabama,HUNTSVILLE,35806,15+ Days,13
Alabama,GADSDEN,35901,02 Days,2
Alabama,GADSDEN,35901,15+ Days,6
Alabama,MONTGOMERY,36106,03 Days,3
Alabama,MONTGOMERY,36106,15+ Days,3
Alabama,SPANISH FORT,36527,08-14 Days,12
Alabama,FAIRHOPE,36532,03 Days,6
Alabama,FAIRHOPE,36532,04-7 Days,1
Alabama,FAIRHOPE,36532,08-14 Days,3
Alabama,GULF SHORES,36547,08-14 Days,6
Unknown,IRAPUATO,36670,02 Days,12
Alabama,MOBILE,36695,02 Days,2
Alabama,SALEM,36874,15+ Days,6
Tennessee,ANTIOCH,37013,03 Days,5
Tennessee,BRENTWOOD,37027,08-14 Days,5
Tennessee,BRENTWOOD,37027,15+ Days,3
Tennessee,FRANKLIN,37064,08-14 Days,3
Tennessee,FRANKLIN,37064,15+ Days,2
Tennessee,GALLATIN,37066,15+ Days,6
Tennessee,HENDERSONVILLE,37075,15+ Days,12
Tennessee,SPRINGFIELD,37172,02 Days,6
Tennessee,NASHVILLE,37203,15+ Days,3
Tennessee,NASHVILLE,37204,02 Days,1
Tennessee,NASHVILLE,37205,02 Days,1
Tennessee,NASHVILLE,37205,15+ Days,8
Tennessee,NASHVILLE,37209,15+ Days,6
Tennessee,NASHVILLE,37211,15+ Days,3
Tennessee,NASHVILLE,37212,04-7 Days,3
Tennessee,NASHVILLE,37214,15+ Days,9
Tennessee,NASHVILLE,37215,03 Days,2
Tennessee,NASHVILLE,37215,15+ Days,3
Tennessee,NASHVILLE,37219,15+ Days,4
Tennessee,NASHVILLE,37315,04-7 Days,2
Tennessee,CHATTANOOGA,37402,03 Days,9
Tennessee,JOHNSON CITY,37601,04-7 Days,2
Tennessee,BRISTOL,37620,02 Days,9
Tennessee,JONESBOROUGH,37659,15+ Days,4
Tennessee,KINGSPORT,37660,15+ Days,9
Tennessee,KINGSPORT,37664,04-7 Days,15
Tennessee,GATLINBURG,37738,15+ Days,12
Tennessee,MARYVILLE,37801,02 Days,2
Tennessee,MARYVILLE,37801,08-14 Days,6
Tennessee,MARYVILLE,37801,15+ Days,6
Tennessee,MORRISTOWN,37815,04-7 Days,3
Tennessee,MORRISTOWN,37815,08-14 Days,3
Tennessee,KNOXVILLE,37902,15+ Days,3
Tennessee,KNOXVILLE,37919,04-7 Days,3
Tennessee,KNOXVILLE,37921,15+ Days,3
Tennessee,KNOXVILLE,37923,15+ Days,2
Tennessee,CORDOVA,38016,04-7 Days,6
Tennessee,CORDOVA,38016,15+ Days,12
Tennessee,COLLIERVILLE,38017,03 Days,2
Tennessee,COLLIERVILLE,38017,04-7 Days,3
Tennessee,COLLIERVILLE,38017,15+ Days,3
Tennessee,CORDOVA,38018,15+ Days,6
Tennessee,EADS,38028,04-7 Days,6
Tennessee,MEMPHIS,38117,08-14 Days,4
Tennessee,MEMPHIS,38117,15+ Days,28
Tennessee,MEMPHIS,38119,02 Days,2
Tennessee,MEMPHIS,38120,15+ Days,35
Tennessee,MEMPHIS,38125,08-14 Days,5
Tennessee,GERMANTOWN,38138,04-7 Days,3
Tennessee,GERMANTOWN,38138,08-14 Days,4
Tennessee,GERMANTOWN,38139,15+ Days,6
Tennessee,JACKSON,38305,04-7 Days,1
Tennessee,JACKSON,38305,15+ Days,3
Tennessee,COLUMBIA,38401,15+ Days,4
Tennessee,COOKEVILLE,38501,04-7 Days,6
Tennessee,COOKEVILLE,38501,15+ Days,15
Tennessee,COOKEVILLE,38506,15+ Days,2
Mississippi,SENATOBIA,38668,08-14 Days,16
Mississippi,TUPELO,38804,15+ Days,1
Mississippi,BRANDON,39047,02 Days,10
Mississippi,BRANDON,39047,03 Days,1
Mississippi,BRANDON,39047,15+ Days,33
Mississippi,CRYSTAL SPRINGS,39059,02 Days,9
Mississippi,MADISON,39110,02 Days,3
Mississippi,MADISON,39110,15+ Days,15
Mississippi,RAYMOND,39154,15+ Days,6
Mississippi,HATTIESBURG,39401,08-14 Days,3
Mississippi,HATTIESBURG,39402,03 Days,3
Mississippi,HATTIESBURG,39402,08-14 Days,3
Mississippi,LUMBERTON,39455,04-7 Days,4
Mississippi,PETAL,39465,03 Days,4
Mississippi,PETAL,39465,15+ Days,8
Mississippi,"GULFPORT,",39503,02 Days,2
Mississippi,BILOXI,39531,03 Days,4
Mississippi,OCEAN SPRINGS,39564,08-14 Days,6
Mississippi,BROOKHAVEN,39601,15+ Days,21
Mississippi,STARKVILLE,39759,04-7 Days,2
Kentucky,FISHERVILLE,40023,03 Days,3
Kentucky,LAGRANGE,40031,15+ Days,6
Kentucky,PROSPECT,40059,03 Days,2
Kentucky,PROSPECT,40059,08-14 Days,15
Kentucky,LOUISVILLE,40205,02 Days,12
Kentucky,LOUISVILLE,40206,15+ Days,9
Kentucky,LOUISVILLE,40207,15+ Days,15
Kentucky,LOUISVILLE,40218,04-7 Days,6
Kentucky,LOUISVILLE,40241,04-7 Days,4
Kentucky,LOUISVILLE,40291,04-7 Days,3
Kentucky,MOREHEAD,40351,08-14 Days,2
Kentucky,NICHOLASVILLE,40356,02 Days,3
Kentucky,LEXINGTON,40513,15+ Days,9
Kentucky,LEXINGTON,40515,15+ Days,3
Kentucky,FORT WRIGHT,41011,03 Days,3
Kentucky,CRESCENT SPRINGS,41017,04-7 Days,3
Kentucky,CRESTVIEW HILLS,41017,08-14 Days,6
Kentucky,LAKESIDE PARK,41017,03 Days,6
Kentucky,VILLA HILLS,41017,15+ Days,6
Kentucky,UNION,41091,02 Days,4
Kentucky,WALTON,41094,08-14 Days,2
Kentucky,PIKEVILLE,41502,15+ Days,3
Kentucky,PADUCAH,42001,02 Days,4
Ohio,DUBLIN,43017,04-7 Days,4
Ohio,DUBLIN,43017,08-14 Days,3
Ohio,DUBLIN,43017,15+ Days,7
Ohio,GALENA,43021,15+ Days,4
Ohio,HILLIARD,43026,08-14 Days,3
Ohio,HILLIARD,43026,15+ Days,2
Ohio,LEWIS CENTER,43035,08-14 Days,12
Ohio,LEWIS CENTER,43035,15+ Days,6
Ohio,MOUNT VERNON,43050,02 Days,3
Ohio,MOUNT VERNON,43050,03 Days,3
Ohio,MOUNT VERNON,43050,04-7 Days,6
Ohio,NEWARK,43055,15+ Days,15
Ohio,POWELL,43065,04-7 Days,18
Ohio,POWELL,43065,08-14 Days,11
Ohio,POWELL,43065,15+ Days,10
Ohio,SUNBURY,43074,15+ Days,2
Ohio,THORNVILLE,43076,15+ Days,12
Ohio,WESTERVILLE,43081,15+ Days,11
Ohio,WORTHINGTON,43085,04-7 Days,4
Ohio,COLUMBUS,43201,15+ Days,4
Ohio,COLUMBUS,43206,15+ Days,9
Ohio,COLUMBUS,43212,08-14 Days,6
Ohio,COLUMBUS,43214,03 Days,3
Ohio,COLUMBUS,43220,15+ Days,3
Ohio,COLUMBUS,43227,02 Days,2
Ohio,GAHANNA,43230,04-7 Days,3
Ohio,GAHANNA,43230,15+ Days,3
Ohio,COLUMBUS,43235,04-7 Days,3
Ohio,COLUMBUS,43235,15+ Days,6
Ohio,PORT CLINTON,43452,02 Days,1
Ohio,MAUMEE,43537,03 Days,2
Ohio,SYLVANIA,43560,04-7 Days,2
Ohio,SYLVANIA,43560,08-14 Days,8
Ohio,WHITEHOUSE,43571,15+ Days,1
Ohio,TOLEDO,43614,08-14 Days,4
Ohio,TOLEDO,43615,03 Days,1
Ohio,TOLEDO,43615,04-7 Days,7
Ohio,TOLEDO,43615,08-14 Days,4
Ohio,AMHERST,44001,15+ Days,4
Ohio,MORELAND HILLS,44022,08-14 Days,3
Ohio,MORELAND HILLS,44022,15+ Days,12
Ohio,CHAGRIN FALLS,44023,03 Days,6
Ohio,CHAGRIN FALLS,44023,04-7 Days,1
Ohio,CHAGRIN FALLS,44023,15+ Days,6
Ohio,CHESTERLAND,44026,15+ Days,5
Ohio,MENTOR,44060,02 Days,6
Ohio,SAGAMORE HILLS,44067,15+ Days,2
Ohio,OBERLIN,44074,04-7 Days,3
Ohio,PERRY,44081,03 Days,6
Ohio,CLEVELAND HEIGHTS,44106,02 Days,1
Ohio,CLEVELAND HEIGHTS,44106,03 Days,3
Ohio,CLEVELAND HEIGHTS,44106,04-7 Days,1
Ohio,SHAKER HEIGHTS,44120,02 Days,2
Ohio,SHAKER HEIGHTS,44120,04-7 Days,6
Ohio,CLEVELAND,44122,08-14 Days,8
Ohio,MAYFIELD HTS,44124,08-14 Days,4
Ohio,GARFIELD HEIGHTS,44125,08-14 Days,3
Ohio,MIDDLEBURG HTS,44130,08-14 Days,9
Ohio,NORTH ROYALTON,44133,04-7 Days,5
Ohio,SOLON,44139,02 Days,1
Ohio,SOLON,44139,03 Days,3
Ohio,SOLON,44139,15+ Days,15
Ohio,BAY VILLAGE,44140,04-7 Days,1
Ohio,BRECKSVILLE,44141,04-7 Days,5
Ohio,EUCLID,44143,04-7 Days,2
Ohio,WESTLAKE,44145,08-14 Days,2
Ohio,WESTLAKE,44145,15+ Days,12
Ohio,STRONGSVILLE,44149,15+ Days,3
Ohio,CUYAHOGA FALLS,44223,15+ Days,3
Ohio,STOW,44224,08-14 Days,7
Ohio,HUDSON,44236,04-7 Days,6
Ohio,KENT,44240,15+ Days,4
Ohio,MEDINA,44256,04-7 Days,2
Ohio,RICHFIELD,44286,04-7 Days,3
Ohio,AKRON,44313,15+ Days,6
Ohio,FAIRLAWN,44333,15+ Days,12
Ohio,BOARDMAN,44512,15+ Days,16
Ohio,POLAND,44514,04-7 Days,1
Ohio,MASSILLON,44646,08-14 Days,1
Ohio,MASSILLON,44646,15+ Days,1
Ohio,CANTON,44714,15+ Days,2
Ohio,E CANTON,44730,15+ Days,2
Ohio,SULLIVAN,44880,15+ Days,12
Ohio,HAMILTON,45011,08-14 Days,5
Ohio,HAMILTON,45015,08-14 Days,3
Ohio,HARRISON,45030,04-7 Days,2
Ohio,KINGS MILLS,45034,02 Days,2
Ohio,KINGS MILLS,45034,15+ Days,15
Ohio,DEERFIELD,45040,04-7 Days,10
Ohio,MASON,45040,08-14 Days,2
Ohio,MASON,45040,15+ Days,24
Ohio,MIDDLETOWN,45044,03 Days,2
Ohio,SPRINGBORO,45066,08-14 Days,3
Ohio,WAYNESVILLE,45068,02 Days,6
Ohio,WEST CHESTER,45069,08-14 Days,4
Ohio,CLARKSVILLE,45113,02 Days,4
Ohio,CLARKSVILLE,45113,15+ Days,10
Ohio,HILLSBORO,45133,15+ Days,6
Ohio,LOVELAND,45140,08-14 Days,4
Ohio,LOVELAND,45140,15+ Days,10
Ohio,NEW RICHMOND,45157,15+ Days,2
Ohio,CINCINNATI,45202,04-7 Days,3
Ohio,CINCINNATI,45202,08-14 Days,3
Ohio,CINICNNATI,45202,04-7 Days,4
Ohio,CINCINNATI,45208,02 Days,7
Ohio,CINCINNATI,45208,15+ Days,4
Ohio,CINCINNATI,45209,02 Days,1
Ohio,CINCINNATI,45209,04-7 Days,1
Ohio,CINCINNATI,45226,08-14 Days,3
Ohio,CINCINNATI,45227,08-14 Days,3
Ohio,CINCINNATI,45229,04-7 Days,1
Ohio,CINCINNATI,45231,15+ Days,2
Ohio,CINCINNATI,45233,04-7 Days,1
Ohio,CINCINNATI,45233,08-14 Days,4
Ohio,CINCINNATI,45236,02 Days,2
Ohio,CINCINNATI,45238,15+ Days,6
Ohio,CINCINNATI,45240,15+ Days,4
Ohio,CINCINNATI,45241,04-7 Days,7
Ohio,CINCINNATI,45241,15+ Days,7
Ohio,CINCINNATI,45242,02 Days,8
Ohio,CINCINNATI,45242,03 Days,12
Ohio,CINCINNATI,45242,15+ Days,6
Ohio,CINCINNATI,45244,04-7 Days,6
Ohio,CINCINNATI,45245,03 Days,2
Ohio,CINCINNATI,45245,04-7 Days,4
Ohio,CINCINNATI,45245,15+ Days,12
Ohio,CINCINNATI,45246,15+ Days,12
Ohio,CINCINNATI,45247,15+ Days,4
Ohio,CINCINNATI,45249,03 Days,1
Ohio,CINCINNATI,45249,04-7 Days,2
Ohio,BELLBROOK,45305,02 Days,12
Ohio,CEDARVILLE,45314,02 Days,14
Ohio,CEDARVILLE,45314,03 Days,3
Ohio,XENIA,45385,15+ Days,6
Ohio,YELLOW SPRINGS,45387,02 Days,3
Ohio,DAYTON,45415,03 Days,3
Ohio,DAYTON,45420,04-7 Days,3
Ohio,WEST CARROLLTON,45449,15+ Days,2
Ohio,CENTERVILLE,45458,04-7 Days,3
Ohio,CENTERVILLE,45458,15+ Days,1
Ohio,DAYTON,45458,15+ Days,3
Ohio,CENTERVILLE,45459,08-14 Days,6
Ohio,ATHENS,45701,04-7 Days,3
Ohio,LIMA,45805,02 Days,2
Ohio,FINDLAY,45840,03 Days,2
Unknown,"GELSENKIRCHEN, GERMANY",45894,15+ Days,9
Indiana,CARMEL,46032,02 Days,1
Indiana,CARMEL,46032,03 Days,6
Indiana,CARMEL,46032,04-7 Days,21
Indiana,CARMEL,46032,15+ Days,4
Indiana,CARMEL,46033,04-7 Days,9
Indiana,FISHERS,46037,04-7 Days,1
Indiana,FISHERS,46037,15+ Days,4
Indiana,FORTVILLE,46040,15+ Days,4
Indiana,FRANKFORT,46041,15+ Days,4
Indiana,WESTFIELD,46074,04-7 Days,6
Indiana,ZIONSVILLE,46077,15+ Days,1
Indiana,PLAINFIELD,46168,02 Days,2
Connecticut,MAIN,46202,15+ Days,1
Indiana,INDIANAPOLIS,46202,04-7 Days,9
Indiana,INDIANAPOLIS,46205,02 Days,1
Alberta,INDIANAPOLIS,46220,08-14 Days,6
Indiana,INDIANAPOLIS,46220,02 Days,3
Indiana,INDIANAPOLIS,46220,08-14 Days,9
Indiana,INDIANAPOLIS,46228,02 Days,6
Indiana,INDIANAPOLIS,46228,08-14 Days,12
Indiana,INDIANAPOLIS,46236,15+ Days,12
Indiana,INDIANAPOLIS,46240,03 Days,2
Indiana,INDIANAPOLIS,46256,04-7 Days,1
Indiana,INDIANAPOLIS,46256,15+ Days,5
Indiana,INDIANAPOLIS,46260,04-7 Days,2
Indiana,INDIANAPOLIS,46278,04-7 Days,2
Indiana,CEDAR LAKE,46303,08-14 Days,6
Indiana,CEDAR LAKE,46303,15+ Days,10
Indiana,PORTER,46304,04-7 Days,4
Indiana,PORTER,46304,08-14 Days,2
Indiana,HOBART,46342,02 Days,2
Indiana,LA PORTE,46350,02 Days,3
Indiana,LOWELL,46356,04-7 Days,6
Indiana,VALPARAISO,46385,15+ Days,3
Indiana,GRANGER,46530,02 Days,3
Indiana,GRANGER,46530,03 Days,8
Indiana,GRANGER,46530,04-7 Days,4
Indiana,GRANGER,46530,15+ Days,12
Indiana,WINONA LAKE,46590,02 Days,1
Indiana,FORT WAYNE,46803,15+ Days,12
Indiana,FORT WAYNE,46825,15+ Days,15
Indiana,FORT WAYNE,46845,15+ Days,6
Indiana,LAWRENCEBURG,47025,15+ Days,12
Indiana,FLOYDS KNOBS,47119,15+ Days,3
Indiana,GEORGETOWN,47122,15+ Days,12
