Purchaser State,Purchaser City,Purchaser Zip,Booking Window,# of Guest Days
California,NEWPORT BEACH,92660,15+ Days,7
California,NEWPORT BEACH,92661,03 Days,4
California,NEWPORT BEACH,92663,03 Days,1
California,NEWPORT BEACH,92663,04-7 Days,13
California,NEWPORT BEACH,92663,08-14 Days,1
California,SAN CLEMENTE,92672,01 Day,2
California,SAN CLEMENTE,92673,01 Day,1
California,SAN CLEMENTE,92673,04-7 Days,3
California,SAN CLEMENTE,92673,15+ Days,9
California,SAN JUAN CAPISTRANO,92675,15+ Days,1
California,SAN JUAN CAPISTRANO .,92675,15+ Days,2
California,LAGUNA NIGUEL,92677,08-14 Days,3
California,LAGUNA NIGUEL,92677,15+ Days,16
California,COTO DE CAZA,92679,08-14 Days,6
California,DOVE CANYON,92679,04-7 Days,2
California,TRABUCO CANYON,92679,01 Day,1
California,TRABUCO CANYON,92679,08-14 Days,3
California,WESTMINSTER,92683,04-7 Days,3
California,WESTMINSTER,92683,15+ Days,2
California,WESTMINTER,92683,02 Days,6
California,MISSION VIEJO,92691,02 Days,2
California,MISSION VIEJO,92691,03 Days,3
California,MISSION VIEJO,92691,04-7 Days,1
California,MISSION VIEJO,92691,08-14 Days,3
California,MISSION VIEJO,92692,04-7 Days,6
California,SANTA ANA,92705,01 Day,2
California,SANTA ANA,92705,02 Days,2
California,TUSTIN,92780,01 Day,1
California,TUSTIN,92780,08-14 Days,3
California,TUSTIN,92782,03 Days,2
California,TUSTIN,92782,04-7 Days,8
California,TUSTIN,92782,15+ Days,2
California,ANAHEIM,92801,04-7 Days,1
California,ANAHEIM,92801,15+ Days,3
California,ANAHEIM,92806,04-7 Days,12
California,ANAHEIM,92806,15+ Days,6
California,ANAHEIM HILLS,92808,03 Days,3
California,BREA,92822,15+ Days,8
California,FULLERTON,92832,04-7 Days,2
California,FULLERTON,92833,04-7 Days,1
California,FULLERTON,92833,15+ Days,3
California,FULLERTON,92835,15+ Days,4
California,GARDEN GROVE,92841,08-14 Days,3
California,ORANGE,92865,03 Days,3
California,ORANGE,92865,08-14 Days,1
California,ORANGE,92867,02 Days,3
California,ORANGE,92867,04-7 Days,3
California,PLACENTIA,92870,15+ Days,6
California,CORONA,92883,04-7 Days,12
California,YORBA LINDA,92886,02 Days,1
California,YORBA LINDA,92886,04-7 Days,1
California,VENTURA,93001,15+ Days,2
California,VENTURA,93003,02 Days,12
California,VENTURA,93003,08-14 Days,3
California,VENTURA,93003,15+ Days,6
California,VENTURA,93004,04-7 Days,1
California,CAMARILLO,93012,15+ Days,6
California,CARPINTERIA,93013,15+ Days,6
California,MOORPARK,93021,08-14 Days,15
California,OAK VIEW,93022,15+ Days,1
California,OXNARD,93035,08-14 Days,1
California,OXNARD,93036,15+ Days,3
California,SIMI VALLEY,93065,15+ Days,3
California,SANTA BARBARA,93101,15+ Days,8
California,SANTA BARBARA,93103,15+ Days,4
California,SANTA BARBARA,93108,15+ Days,1
California,GOLETA,93117,04-7 Days,3
California,SANTA BARBARA,93120,04-7 Days,3
California,TULARE,93274,02 Days,1
California,BAKERSFIELD,93311,04-7 Days,4
California,ARROYO GRANDE ,93420,04-7 Days,3
California,GROVER BEACH,93433,04-7 Days,1
California,PASO ROBLES,93446,08-14 Days,2
California,CLOVIS,93619,08-14 Days,16
California,FRESNO,93704,08-14 Days,6
California,FRESNO,93720,03 Days,2
California,FRESNO,93720,04-7 Days,2
California,"FRESNO,",93720,15+ Days,1
California,CARMEL,93923,15+ Days,16
California,BURLINGAME,94010,03 Days,3
California,HILLSBOROUGH,94010,08-14 Days,6
California,MENLO PARK,94010,04-7 Days,4
California,DALY CITY,94015,02 Days,3
California,SAN FRANCISCO,94017,15+ Days,1
California,LOS ALTOS,94024,02 Days,1
California,LOS ALTOS,94024,04-7 Days,2
California,LOS ALTOS,94024,08-14 Days,1
California,LOS ALTOS,94024,15+ Days,6
California,MENLO PARK,94025,02 Days,6
California,MENLO PARK,94025,15+ Days,6
California,MONTARA,94037,03 Days,4
California,MONTARA,94037,04-7 Days,2
California,PACIFICA,94044,15+ Days,2
California,REDWOOD CITY,94061,15+ Days,3
California,EMERALD HILLS,94062,02 Days,3
California,EMERALD HILLS,94062,08-14 Days,2
California,WOODSIDE,94062,02 Days,5
California,REDWOOD CITY,94065,08-14 Days,1
California,REDWOOD CITY,94065,15+ Days,6
California,SAN CARLOS,94070,03 Days,2
California,S SAN FANCISCO,94080,01 Day,3
California,S SAN FANCISCO,94080,04-7 Days,2
California,S SAN FANCISCO,94080,15+ Days,2
California,SUNNYVALE,94086,03 Days,1
California,SUNNYVALE,94086,15+ Days,1
California,SUNNYVALE,94087,08-14 Days,4
California,SAN FRANCISCO,94103,02 Days,4
California,SAN FRANCISCO,94103,15+ Days,6
California,SAN FRANCISCO,94105,03 Days,1
California,SAN FRANCISCO,94107,02 Days,1
California,SAN FRANCISCO,94107,03 Days,4
California,SAN FRANCISCO,94107,08-14 Days,1
California,SAN FRANCISCO,94107,15+ Days,5
California,SAN FRANCISCO,94108,04-7 Days,2
California,SAN FRANCISCO,94109,03 Days,1
California,SAN FRANCISCO,94109,04-7 Days,2
California,SAN FRANCISCO,94109,08-14 Days,4
California,SAN FRANCISCO,94109,15+ Days,2
California,SAN FRANCISCO,94110,03 Days,11
California,SAN FRANCISCO,94110,04-7 Days,2
California,SAN FRANCISCO,94114,02 Days,5
California,SAN FRANCISCO,94114,08-14 Days,2
California,SAN FRANCISCO,94114,15+ Days,6
California,SAN FRANCISCO,94115,01 Day,2
California,SAN FRANCISCO,94115,02 Days,8
California,SAN FRANCISCO,94115,04-7 Days,2
California,SAN FRANCISCO,94115,08-14 Days,3
California,SAN FRANCISCO,94115,15+ Days,4
California,SAN FRANCISCO,94116,04-7 Days,1
California,SAN FRANCISCO,94116,15+ Days,6
California,SAN FRANCISCO,94117,02 Days,4
California,SAN FRANCISCO,94117,04-7 Days,1
California,SAN FRANCISCO,94117,08-14 Days,3
California,SAN FRANCISCO,94118,15+ Days,9
California,SAN FRANCISCO,94121,04-7 Days,1
California,SAN FRANCISCO,94121,15+ Days,8
California,SAN FRANCISCO,94122,08-14 Days,2
California,SAN FRANCISCO,94122,15+ Days,3
California,SAN FRANCISCO,94123,02 Days,4
California,SAN FRANCISCO,94123,03 Days,9
California,SAN FRANCISCO,94123,04-7 Days,1
California,SAN FRANCISCO,94123,08-14 Days,6
California,SAN FRANCISCO,94123,15+ Days,3
California,SAN FRANCISCO,94127,04-7 Days,3
California,SAN FRANCISCO,94131,04-7 Days,2
California,SAN FRANCISCO,94131,08-14 Days,3
California,SAN FRANCISCO,94131,15+ Days,6
California,SAN FRANCISCO,94133,08-14 Days,3
California,SAN FRANCISCO,94133,15+ Days,9
Unknown,SAN FRANCISCO,94133,04-7 Days,4
California,SAN FRANCISCO,94158,04-7 Days,2
California,PALO ALTO,94301,02 Days,1
California,PALO ALTO,94301,08-14 Days,9
California,PALO ALTO,94301,15+ Days,4
California,PALO ALTO,94305,03 Days,2
California,PALO ALTO,94305,04-7 Days,1
California,STANFORD,94305,04-7 Days,6
California,PALO ALTO,94306,02 Days,4
California,PALO ALTO,94306,15+ Days,6
California,STANFORD,94309,15+ Days,3
California,SAN MATEO,94402,04-7 Days,4
California,SAN MATEO,94403,04-7 Days,3
California,FOSTER CITY,94404,04-7 Days,1
California,DANVILLE,94506,08-14 Days,6
California,DANVILLE,94506,15+ Days,4
California,ALAMO,94507,02 Days,3
California,ANGWIN,94508,02 Days,6
California,PLEASANT HILL,94523,03 Days,2
California,PLEASANT HILL,94523,04-7 Days,2
California,FAIRFIELD,94534,08-14 Days,9
California,FREMONT,94536,04-7 Days,6
California,CASTRO VALLEY,94546,04-7 Days,3
California,LAFAYETTE,94549,02 Days,12
California,LAFAYETTE,94549,03 Days,1
California,LAFAYETTE,94549,04-7 Days,1
California,LAFAYETTE,94549,15+ Days,2
California,LIVERMORE,94550,04-7 Days,4
California,LIVERMORE,94550,08-14 Days,6
California,NEWARK,94560,02 Days,2
California,PLEASANTON,94566,04-7 Days,1
California,PLEASANTON,94566,08-14 Days,4
California,ST. HELENA,94574,08-14 Days,6
California,SAN RAMON,94582,02 Days,1
California,SAN RAMON,94582,04-7 Days,2
California,SAN RAMON,94582,15+ Days,6
California,UNION CITY,94587,15+ Days,2
California,VALEEJO,94591,15+ Days,3
California,WALNUT CREEK,94596,02 Days,1
California,WALNUT CREEK,94596,04-7 Days,4
California,OAKLAND,94602,04-7 Days,6
California,OAKLAND,94606,15+ Days,3
California,OAKLAND,94610,03 Days,1
California,OAKLAND,94610,08-14 Days,1
California,OAKLAND,94611,03 Days,3
California,OAKLAND,94611,04-7 Days,6
California,OAKLAND,94612,04-7 Days,2
California,OAKLAND,94612,08-14 Days,2
California,OAKLAND,94618,02 Days,2
California,OAKLAND,94618,15+ Days,3
California,BERKELEY,94702,03 Days,6
California,BERKELEY,94702,08-14 Days,2
California,BERKELEY,94720,02 Days,3
California,SAN RAFAEL,94901,08-14 Days,6
California,SAN RAFAEL,94903,15+ Days,3
California,MILL VALLEY,94941,15+ Days,14
California,PETALUMA,94952,15+ Days,2
California,PETALUMA,94954,02 Days,3
California,SAN ANSELMO ,94960,02 Days,1
California,SAUSALITO,94965,08-14 Days,4
California,SAUSALITO,94965,15+ Days,12
California,WOODACRE,94973,02 Days,1
California,CAMPBELL,95008,15+ Days,2
California,CUPERTINO,95014,02 Days,4
California,LOS GATOS,95031,02 Days,2
California,LOS GATOS,95032,15+ Days,6
California,CLOVIS,95037,02 Days,2
California,MORGAN HILL,95037,02 Days,4
California,MORGAN HILL,95037,04-7 Days,1
California,SANTA CRUZ,95060,04-7 Days,4
California,SANTA CRUZ,95060,08-14 Days,2
California,SARATOGA,95070,01 Day,5
California,SARATOGA,95070,02 Days,9
California,SARATOGA,95070,03 Days,1
California,SARATOGA,95070,08-14 Days,15
California,SAN JOSE,95112,15+ Days,1
California,SAN JOSE,95120,04-7 Days,1
California,SAN JOSE,95128,03 Days,1
California,SAN JOSE,95128,15+ Days,2
California,SAN JOSE,95132,03 Days,3
California,SAN JOSE,95132,08-14 Days,1
California,SAN JOSE,95132,15+ Days,4
California,SAN JOSE,95134,08-14 Days,13
California,SAN JOSE,95148,04-7 Days,2
California,STOCKTON,95219,08-14 Days,2
California,MANTECA,95337,02 Days,12
California,SANTA ROSA,95404,02 Days,3
California,SANTA ROSA,95404,04-7 Days,3
California,SANTA ROSA,95404,15+ Days,3
California,HERCULES,95447,04-7 Days,2
California,AUBURN,95603,15+ Days,2
California,CARMICHAEL,95608,04-7 Days,4
California,ELK GROVE,95624,02 Days,2
California,FAIR OAKS,95628,15+ Days,2
California,ROSEVILLE,95661,15+ Days,4
California,ROCKLIN,95677,08-14 Days,2
California,ROSEVILLE,95678,15+ Days,3
California,EL DORADO HILLS,95762,02 Days,4
California,EL DORADO HILLS,95762,04-7 Days,2
California,EL DORADO HILLS,95762,08-14 Days,2
California,SACRAMENTO,95814,04-7 Days,3
California,SACRAMENTO,95816,15+ Days,1
California,SACRAMENTO,95818,02 Days,4
California,SACRAMENTO,95818,04-7 Days,2
California,SACRAMENTO,95819,15+ Days,4
California,SACRAMENTO,95864,04-7 Days,3
California,GRASS VALLEY,95945,04-7 Days,5
California,PALO CEDRO,96073,15+ Days,3
California,TAHOE CITY,96145,15+ Days,2
California,SOUTH LAKE TAHOE,96150,04-7 Days,3
California,SO. LAKE TAHOE,96151,02 Days,3
Illinois,"REHOVOT, ISRAEL",96529,02 Days,3
Hawaii,HALEIWA,96712,04-7 Days,6
Hawaii,HALEIWA,96712,15+ Days,3
Hawaii,HILO,96720,15+ Days,9
Hawaii,PRINCEVILLE,96722,04-7 Days,2
Hawaii,KAILUA,96734,15+ Days,6
Hawaii,KAILUA-KONA,96745,02 Days,1
Hawaii,KOLOA,96756,08-14 Days,5
Hawaii,LAHAINA,96761,15+ Days,2
Hawaii,PUKALANI,96768,03 Days,6
Hawaii,PEARL CITY,96782,15+ Days,6
Hawaii,MILILANI,96789,08-14 Days,12
Hawaii,WAIPAHU,96797,04-7 Days,18
Hawaii,WAIPAHU,96797,08-14 Days,1
Hawaii,HONOLULU,96813,08-14 Days,12
Hawaii,HONOLULU,96813,15+ Days,2
Hawaii,HONOLULU,96815,04-7 Days,6
Hawaii,HONOLULU,96815,08-14 Days,12
Hawaii,HONOLULU,96821,15+ Days,12
Hawaii,HONOLULU,96822,15+ Days,13
Hawaii,HONOLULU,96825,08-14 Days,6
Oregon,BEAVERTON,97005,08-14 Days,1
Oregon,GRESHAM,97030,15+ Days,2
Oregon,LAKE OSWEGO,97034,15+ Days,5
Oregon,PORTLAND,97062,02 Days,4
Oregon,PORTLAND,97062,03 Days,1
Oregon,WEST LINN,97068,03 Days,1
Oregon,WEST LINN,97068,15+ Days,15
Oregon,GRESHAM,97080,15+ Days,1
Oregon,HILLSBORO,97124,03 Days,3
Oregon,HILLSBORO,97124,15+ Days,16
Oregon,SHERWOOD,97140,08-14 Days,2
Oregon,PORTLAND,97203,15+ Days,3
Oregon,PORTLAND,97209,08-14 Days,2
Oregon,PORTLAND,97210,04-7 Days,1
Oregon,PORTLAND,97211,08-14 Days,2
Oregon,PORTLAND,97211,15+ Days,3
Oregon,PORTLAND,97214,04-7 Days,2
Oregon,PORTLAND,97214,15+ Days,2
Oregon,PORTLAND,97217,15+ Days,7
Oregon,PORTLAND,97220,08-14 Days,4
Oregon,PORTLAND,97220,15+ Days,12
Oregon,PORTLAND,97221,08-14 Days,4
Oregon,PORTLAND,97231,04-7 Days,2
Oregon,ALBANY,97321,15+ Days,15
Alberta,CORVALLIS,97330,15+ Days,4
Oregon,CORVALLIS,97333,04-7 Days,1
Oregon,PHILOMATH,97370,15+ Days,2
Oregon,EUGENE,97401,08-14 Days,3
Oregon,EUGENE,97405,15+ Days,6
Oregon,MEDFORD,97501,08-14 Days,1
Oregon,MEDFORD,97501,15+ Days,1
West Virginia,FORK LIFT,97502,15+ Days,1
Oregon,PORTLAND,97526,15+ Days,3
Oregon,GRANTS PASS,97527,08-14 Days,1
Oregon,GRANTS PASS,97527,15+ Days,1
Oregon,BEND,97702,08-14 Days,1
Washington,BELLEVUE,98006,02 Days,2
Washington,BELLEVUE,98006,08-14 Days,1
Washington,BELLEVUE,98008,02 Days,3
Washington,EDMONDS,98020,15+ Days,4
Washington,EDMONDS,98026,04-7 Days,2
Washington,KENMORE,98028,02 Days,6
Washington,KIRKLAND,98033,08-14 Days,13
Washington,MAPLE VALLEY,98038,01 Day,1
Washington,MAPLE VALLEY,98038,03 Days,1
Washington,MERCER ISLAND,98040,04-7 Days,1
Washington,MERCER ISLAND,98040,08-14 Days,3
Washington,REDMOND,98052,15+ Days,6
Washington,REDMOND,98053,04-7 Days,5
Washington,SAMMAMISH,98075,04-7 Days,3
Washington,SAMMAMISH,98075,15+ Days,3
Washington,AUBURN,98092,08-14 Days,4
Washington,SEATTLE,98102,08-14 Days,1
Washington,SEATTLE,98102,15+ Days,2
Washington,SEATTLE,98103,08-14 Days,2
Washington,SEATTLE,98103,15+ Days,3
Washington,SEATTLE,98104,02 Days,2
Washington,SEATTLE,98104,04-7 Days,6
Washington,SEATTLE,98105,02 Days,5
Washington,SEATTLE,98105,03 Days,2
Washington,SEATTLE,98107,02 Days,2
Washington,SEATTLE,98107,04-7 Days,3
Washington,SEATTLE,98107,15+ Days,6
Washington,SEATTLE,98112,03 Days,6
Washington,SEATTLE,98115,15+ Days,2
Washington,SEATTLE,98117,03 Days,4
Washington,SEATTLE,98117,04-7 Days,2
Washington,SEATTLE,98117,15+ Days,3
Washington,SEATTLE,98122,15+ Days,10
Washington,SEATTLE,98125,15+ Days,1
Washington,SEATTLE,98126,15+ Days,1
Washington,SEATTLE,98139,15+ Days,1
Washington,LAKE FOREST PARK,98155,15+ Days,6
Washington,SHORELINE,98155,15+ Days,3
Washington,SHORELINE,98177,15+ Days,3
Washington,EVERETT,98208,08-14 Days,15
Washington,LAKE STEVENS,98258,03 Days,4
Washington,LANGLEY,98260,08-14 Days,6
Washington,MOUNT VERNON,98274,04-7 Days,3
Washington,MOUNT VERNON,98274,15+ Days,3
Washington,MUKILTEO,98275,08-14 Days,1
Washington,SNOHOMISH,98290,08-14 Days,1
Washington,SNOHOMISH,98290,15+ Days,3
Washington,BUCKLEY,98321,02 Days,1
Washington,FOX ISLAND,98333,04-7 Days,9
Washington,GIG HARBOR,98335,02 Days,1
Washington,PORT HADLOCK,98339,15+ Days,2
Washington,PUYALLUP,98373,15+ Days,6
Washington,SPANAWAY,98387,03 Days,1
Washington,BONNEY LAKE,98391,03 Days,2
Washington,LAKE TAPPS,98391,03 Days,1
Washington,TACOMA,98422,08-14 Days,3
Washington,FIRCREST,98466,08-14 Days,9
Washington,TUMWATER,98501,08-14 Days,3
Washington,TUMWATER,98501,15+ Days,3
Washington,BATTLE GROUND,98604,02 Days,2
Washington,LONGVIEW,98632,04-7 Days,6
Washington,VANCOUVER,98663,15+ Days,5
Washington,WASHOUGAL,98671,04-7 Days,1
Washington,WASHOUGAL,98671,15+ Days,7
Washington,WINTHROP,98862,04-7 Days,1
Washington,ST. JOHN,99171,15+ Days,3
Washington,WEST RICHLAND,99353,04-7 Days,6
Washington,RICHLAND,99354,02 Days,1
Alaska,ANCHORAGE,99516,15+ Days,2
Alberta,NES ZIONS,99999,08-14 Days,9
Unknown,SINGAPORE,489244,15+ Days,2
Unknown,,588624,15+ Days,11
Florida,SATELLITE BEACH,329374559,15+ Days,3
Massachusetts,NORWOOD,02062-5811,15+ Days,2
Vermont,MANCHESTER CENTER,05255-4413,15+ Days,4
New Jersey,MAPLEWOOD,07040-2820,08-14 Days,1
New Jersey,ELIZABETH,0720q,15+ Days,3
New Jersey,FREEHOLD,07728-1521,04-7 Days,2
New Jersey,FREEHOLD,07728-1521,08-14 Days,6
92109,California,1235 PARKER PLACE,3,
Pennsylvania,BALA CYNWYD,19004-2512,15+ Days,2
Maryland,GERMANTOWN,20876-4444,15+ Days,6
Virginia,SUFFOLK,23435-3512,08-14 Days,3
North Dakota,ADVANCE,27006-7271,04-7 Days,5
North Carolina,CHARLOTTE,28203-6075,04-7 Days,6
Unknown,CZECH REPUBLIC,312 00,08-14 Days,6
Florida,PORT ORANGE,32127-8998,15+ Days,12
Florida,PANAMA CITY,32411-8293,15+ Days,4
Florida,MIAMI,33152-1308,02 Days,6
Florida,CLEARWATER,33761-2805,15+ Days,9
Alabama,BIRMINGHAM,35226-4215,08-14 Days,1
Tennessee,JONESBOROUGH,37659-7419,08-14 Days,1
Norway,S2,3GX,15+ Days,3
Michigan,STERLING HEIGHTS,48311-7293,15+ Days,1
Michigan,FARMINGTON HILLS,48331-2145,08-14 Days,9
Illinois,GLENVIEW,60026-7771,15+ Days,6
Illinois,LONG GROVE,60047-5054,04-7 Days,2
Illinois,SPRINGFIELD,62711-7881,15+ Days,3
Kansas,SHAWNEE,66218-9235,04-7 Days,4
Lousiana,ALBANY,70711-0733,08-14 Days,6
Texas,HIGHLAND VILLAGE,75077-3181,08-14 Days,3
Texas,HOUSTON,77049-4015,04-7 Days,3
Idaho,POCATELLO,83201-2006,02 Days,3
Utah,PARK CITY,84060-2727,01 Day,1
Utah,WEST VALLEY CITY,84120-5701,08-14 Days,1
Utah,PROVO,84604-2857,08-14 Days,1
Arizona,PHOENIX,85021-4577,03 Days,2
Arizona,PEORIA,85383-1964,15+ Days,3
California,IRVINE,92614-5830,08-14 Days,3
California,ANAHEIM,92808-2105,02 Days,6
California,SANTA ROSA VALLEY,93012-8291,08-14 Days,3
California,DAVIS,95618-7654,15+ Days,12
98520,Washington,ABERDEEN,1,
AB157YT,Alberta,ABERDEEN,1,
AB24 2UN,Alberta,ABERDEEN,4,
AB25 3BS,Alberta,ABERDEEN,1,
91301,California,AGOURA,2,
91301,California,AGOURA HILLS,5,
96701,Hawaii,AIEA,2,
Alberta,WELWYN GARDEN CITY,AL7 1BY,08-14 Days,1
94501,California,ALAMEDA,2,
94507,California,ALAMO,5,
94706,California,ALBANY,2,
97321,Oregon,ALBANY,2,
91801,California,ALHAMBRA,1,
91803,California,ALHAMBRA,3,
92656,California,ALISO VIEJO,10,
NE66 3LU,Alberta,"ALNWICK, UNITED KINGDOM",2,
91701,California,ALTA LOMA,2,
91737,California,ALTA LOMA,1,
91001,California,ALTADENA,18,
91001-3926,California,ALTADENA,2,
94503,California,AMERICAN CANYON,1,
98221,Washington,ANACORTES,3,
92801,California,ANAHEIM,2,
92804-4429,California,ANAHEIM,1,
92807,California,ANAHEIM,15,
92808,California,ANAHEIM,8,
92808,California,ANAHEIM HILLS,4,
L9G4E5,Ontario,ANCASTER,2,
L9K1P8,Ontario,ANCASTER,3,
99501,Alaska,ANCHORAGE,3,
99502,Alaska,ANCHORAGE,1,
92308,California,APPLE VALLEY,2,
95003,California,APTOS,4,
91006,California,ARCADIA,18,
91007,California,ARCADIA,1,
93420,California,ARROYO GRANDE,2,
N0M1C0,Alberta,ARVA,3,
93203,California,ARVIN,2,
97520,Oregon,ASHLAND,3,
97103,Oregon,ASTORIA,1,
93422,California,ATASCADERO,1,
94027,California,ATHERTON,4,
94577,California,"ATIZAPAN,",3,
95602,California,AUBURN,1,
95603,California,AUBURN,3,
98092,Washington,AUBURN,5,
Td14 5qn,Bolivia,AYTON,2,
91702,California,AZUSA,1,
Nova Scotia,MUSQUODOBOIT HARBOUR,B0j 2l0,08-14 Days,5
98110,Washington,BAINBRIDGE ISLAND,13,
93306,California,BAKERSFIELD,4,
93309,California,BAKERSFIELD,4,
93311,California,BAKERSFIELD,4,
93312,California,BAKERSFIELD,5,
91706,California,BALDWIN PARK,2,
93604,California,BASS LAKE,2,
98604,Washington,BATTLE GROUND,1,
97006,Oregon,BEAVERTON,4,
97007,Oregon,BEAVERTON,9,
97008,Oregon,BEAVERTON,2,
L0G1A0,Ontario,BEETON,1,
98004,Washington,BELLEVUE,3,
98005,Washington,BELLEVUE,1,
98006,Washington,BELLEVUE,5,
98007,Washington,BELLEVUE,1,
98226,Washington,BELLINGHAM,5,
94002,California,BELMONT,1,
NW3 4QX,Location`,BELSIZE PARK,1,
94920,California,BELVEDERE,3,
97701,Oregon,BEND,1,
97702,Oregon,BEND,2,
97709,Oregon,BEND,4,
94702,California,BERKELEY,1,
94703,California,BERKELEY,4,
94704,California,BERKELEY,1,
94705,California,BERKELEY,1,
94707,California,BERKELEY,5,
94708,California,BERKELEY,2,
DA52DB,Oth,BEXLEY,2,
92315,California,BIG BEAR LAKE,1,
98230,Washington,BLAINE,2,
HP14 4AL,Bu,BLEDLOW RIDGE,2,
97403,New Jersey,BLOOMINGDALE,3,
J7G 3A9,Quebec,BOISBRIAND,1,
BL15DW,Greece,BOLTON,3,
91902,California,BONITA,17,
91902-4279,California,BONITA,2,
P1L1J3,Ontario,BRACEBRIDGE,3,
L6Y1B7,Ontario,BRAMPTON,3,
L6Z3J9,Ontario,BRAMPTON,2,
92821,California,BREA,2,
92823,California,BREA,2,
98310,Washington,BREMERTON,2,
j4x1l7,Quebec,BROSSARD,1,
93427,California,BUELLTON,2,
91502,California,BURBANK,2,
91505,California,BURBANK,1,
91506,California,BURBANK,1,
91507,California,BURBANK,1,
98146,Washington,BURIEN,5,
98166,Washington,BURIEN,3,
94010,California,BURLINGAME,19,
L7P1J9,Ontario,BURLINGTON,1,
L7P 4J3,Ontario,BURLINGTON,2,
L7R 0A4,Ontario,BURLINGTON,1,
DE15 0LQ,St,BURTON ON TRENT,12,
tni97en,Ea,BURWASH,8,
91302,California,CALABASAS,8,
t2e0j9,Alabama,CALGARY,2,
T2K 0S4,Alberta,CALGARY,1,
T2N 3J2,Alberta,CALGARY,3,
T2Y 0A8,Alabama,CALGARY,1,
T3C0P1,Alberta,CALGARY,1,
94515,California,CALISTOGA,1,
93010,California,CAMARILLO,6,
93012,California,CAMARILLO,1,
n1s4l6,Ontario,CAMBRIDGE,2,
95008,California,CAMPBELL,1,
97013,Oregon,CANBY,1,
91387,California,CANYON COUNTRY,1,
92587,California,CANYON LAKE,7,
92624,California,CAPISTRANO BEACH,6,
95010,California,CAPTIOLA,1,
92007,California,CARDIFF,7,
92007,California,CARDIFF BY THE SEA,2,
T0k0k0,Alberta,CARDSTON,5,
92008,California,CARLSBAD,8,
92009,California,CARLSBAD,50,
92010,California,CARLSBAD,5,
92011,California,CARLSBAD,26,
92013,California,CARLSBAD,9,
93923,California,CARMEL,3,
93924,California,CARMEL VALLEY,2,
93013,California,CARPINTERIA,3,
90745,California,CARSON,3,
90745,California,CARSON ,1,
94546,California,CASTRO VALLEY,3,
CR3 5AN,Su,CATERHAM,1,
92234,California,CATHEDRAL CITY,4,
91311,California,CHATSWORTH,25,
91710,California,CHINO,7,
91709,California,CHINO HILLS,5,
91910,California,CHULA VISTA,1,
91913,California,CHULA VISTA,4,
91914,California,CHULA VISTA,6,
91915,California,CHULA VISTA,3,
95611,California,CITRUS HEIGHTS,3,
91711,California,CLAREMONT,10,
93611,California,CLOVIS,5,
93619,California,CLOVIS,2,
92236,California,COACHELLA,1,
T4C 2K1,Alberta,COCHRANE,4,
99005,Washington,COLBERT,1,
T9M 1E3,Alberta,COLD LAKE,4,
92324,California,COLTON,3,
LL29 8DQ,Colorado,COLWYN BAY,2,
V9m2r8,British Columbia,COMMON,1,
92879,California,CORONA,2,
92880,California,CORONA,3,
92881,California,CORONA,10,
92882,California,CORONA,6,
92883,California,CORONA,8,
92625,California,CORONA DEL MAR,27,
92625,California,CORONA DO MAR,1,
92118,California,CORONADO,30,
94925,California,CORTE MADERA,8,
97330,Oregon,CORVALLIS,2,
92626,California,COSTA MESA,14,
92627,California,COSTA MESA,13,
92626,California,COSTA MESA ,3,
H4V2T3,Quebec,COTE SAINT-LUC,2,
92679,California,COTO DE CAZA,13,
CR5 1RJ,Su,COULSDON,1,
91723,California,COVINA,1,
91724,California,COVINA,6,
PH73RL,Prince Edward Island,CRIEFF,1,
Oth,BEXLEY,DA52DB,15+ Days,12
94014,California,DALY CITY,2,
94015,California,DALY CITY,1,
97089,Oregon,DAMASCUS,2,
92629,California,DANA POINT,13,
94506,California,DANVILLE,2,
94526,California,DANVILLE,5,
95616,California,DAVIS,7,
95618,California,DAVIS,2,
NG5 6AX,Norway,DAYBROOK,2,
92014,California,DEL MAR,27,
91765,California,DIAMOND BAR,7,
94505,California,DISCOVERY BAY,2,
N0L 1G2,Ontario,DORCHESTER,3,
h9p2e6,Quebec,DORVAL,1,
96521,California,DPO,1,
94568,California,DUBLIN,9,
99577,Alaska,EAGLE RIVER,1,
92880,California,EASTVALE,2,
98372,Washington,EDGEWOOD,3,
EH13 0EN,Michigan,EDINBURGH,2,
98026,Washington,EDMONDS,2,
92019,California,EL CAJON,11,
92020,California,EL CAJON,10,
92021,California,EL CAJON,7,
95762,California,EL DORADO HILLS,11,
94018-0846,California,EL GRANADA,2,
91731,California,EL MONTE,1,
91732,California,EL MONTE,2,
95624,California,ELK GROVE,1,
95758,California,ELK GROVE,2,
94608,California,EMERYVILLE,3,
92024,California,ENCINITAS,37,
91316,California,ENCINO,6,
91436,California,ENCINO,4,
92024,California,ENCINTAS,4,
92026,California,ESCONDIDO,10,
92027,California,ESCONDIDO,9,
92029,California,ESCONDIDO,1,
97401,Oregon,EUGENE,6,
97403,Oregon,EUGENE,1,
98201,Washington,EVERETT,2,
98204,Washington,EVERETT,2,
98208,Washington,EVERETT,6,
96706,Hawaii,EWA BEACH,2,
N0M 1S1,Ontario,EXETER,4,
95628,California,FAIR OAKS,1,
94930,California,FAIRFAX,6,
94978,California,FAIRFAX,2,
SN7 8QP,Ox,FARINGDON,3,
GU10 3RD,Oth,FARNHAM,3,
95630,California,FOLSOM,2,
92337,California,FONTANA,2,
